Compound_ID,InChIKey,Name,Molecule_ChEMBL_ID,Nivel_Modelo,Modelo_Detalle,Especie,Tejido_Organo,Tipo_Ensayo,Categoria_Endpoint,Endpoint_Original,Efecto_Magnitud,Efecto_Unidad,Es_Puro,Tipo_Efecto_Direccion,Concentracion_Dosis,Tiempo_Exposicion,Target_Conocido,Mecanismo_Propuesto,Ensayo_ChEMBL_ID,Referencia_Bibliografica,Metodo_Obtencion,Efecto_pX,Efecto_Magnitud_Numerico
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 0.9 mM after 10 mins,Antioxidante (radical/peroxidación),Activity,2.1,%,True,,,,,,CHEMBL981210,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,2.1
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 0.9 mM after 20 mins,Antioxidante (radical/peroxidación),Activity,2.9,%,True,,,,,,CHEMBL981208,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,2.9
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 1.8 mM after 10 mins,Antioxidante (radical/peroxidación),Activity,3.7,%,True,,,,,,CHEMBL981209,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,3.7
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 1.8 mM after 20 mins,Antioxidante (radical/peroxidación),Activity,4.7,%,True,,,,,,CHEMBL981211,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,4.7
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 3.6 mM after 10 mins,Antioxidante (radical/peroxidación),Activity,4.5,%,True,,,,,,CHEMBL981212,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,4.5
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH free radical scavenging activity at 3.6 mM after 20 mins,Antioxidante (radical/peroxidación),Activity,6.1,%,True,,,,,,CHEMBL981213,Bioorg Med Chem (2008) [CHEMBL1155797],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,6.1
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,NON-MOLECULAR,NON-PROTEIN TARGET,,,F — Antitumor initiating activity in human Chang cells assessed as ratio of inhibition of cellular transformation in presence of NOR1 to compound and NOR1 at 350 nmol treated 1 min before NOR1 addition measured after 1 hr by light microscopy,Efecto bioquímico general (target no molecular),Ratio,1.9,,True,,,,,,CHEMBL1049568,Bioorg Med Chem (2009) [CHEMBL1152514],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1.9
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 14,Homo sapiens,,B — Inhibition of human CA14 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,6680.0,nM,True,,,,Carbonic anhydrase 14,,CHEMBL1074276,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.175223537524454,6680.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 13,Mus musculus,,B — Inhibition of mouse CA13 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,10100.0,nM,True,,,,Carbonic anhydrase 13,,CHEMBL1074275,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.995678626217358,10100.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 12,Homo sapiens,,B — Inhibition of human CA12 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,8010.0,nM,True,,,,Carbonic anhydrase 12,,CHEMBL1074274,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.096367483915762,8010.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 9,Homo sapiens,,B — Inhibition of human CA9 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,5330.0,nM,True,,,,Carbonic anhydrase 9,,CHEMBL1074273,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.273272790973428,5330.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 7,Homo sapiens,,B — Inhibition of human CA7 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,5230.0,nM,True,,,,Carbonic anhydrase 7,,CHEMBL1074272,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.281498311132726,5230.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 6,Homo sapiens,,B — Inhibition of human CA6 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,6720.0,nM,True,,,,Carbonic anhydrase 6,,CHEMBL1074271,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.172630726946175,6720.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,"Carbonic anhydrase 5B, mitochondrial",Homo sapiens,,B — Inhibition of human CA5B by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,7760.0,nM,True,,,,"Carbonic anhydrase 5B, mitochondrial",,CHEMBL1074270,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.110138278741812,7760.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,"Carbonic anhydrase 5A, mitochondrial",Homo sapiens,,B — Inhibition of human CA5A by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,5960.0,nM,True,,,,"Carbonic anhydrase 5A, mitochondrial",,CHEMBL1074269,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.2247537402597635,5960.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 4,Homo sapiens,,B — Inhibition of human CA4 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,9600.0,nM,True,,,,Carbonic anhydrase 4,,CHEMBL1074268,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.017728766960431,9600.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 3,Homo sapiens,,B — Inhibition of human CA3 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,7570.0,nM,True,,,,Carbonic anhydrase 3,,CHEMBL1074267,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.120904120499927,7570.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 2,Homo sapiens,,B — Inhibition of human CA2 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,980.0,nM,True,,,,Carbonic anhydrase 2,,CHEMBL1074266,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",6.008773924307505,980.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Carbonic anhydrase 1,Homo sapiens,,B — Inhibition of human CA1 by stopped-flow CO2 hydration assay,Actividad enzimática / inhibición de proteína específica,Ki,1070.0,nM,True,,,,Carbonic anhydrase 1,,CHEMBL1074265,Bioorg Med Chem (2010) [CHEMBL1157641],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.97061622231479,1070.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,PANC-1,Homo sapiens,,F — Cytotoxicity against human PANC1 cells in nutrient-deprived condition assessed as preferential cell death after 24 hrs by trypan blue dye exclusion method,Citotoxicidad / viabilidad celular,PC50,77.0,uM,True,,,,,,CHEMBL1110924,J Nat Prod (2010) [CHEMBL1157094],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,77.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,ORGANISM,Bacillus subtilis,Bacillus subtilis,,F — Antibacterial activity against Bacillus subtilis ATCC 6633 after 24 hrs by MTT assay,Actividad antimicrobiana/antiparasitaria,MIC,50.0,ug.mL-1,True,,,,,,CHEMBL1167628,Eur J Med Chem (2010) [CHEMBL1165867],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,50.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,ORGANISM,Pseudomonas fluorescens,Pseudomonas fluorescens,,F — Antibacterial activity against Pseudomonas fluorescens ATCC 13525 after 24 hrs by MTT assay,Actividad antimicrobiana/antiparasitaria,MIC,50.0,ug.mL-1,True,,,,,,CHEMBL1167629,Eur J Med Chem (2010) [CHEMBL1165867],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,50.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,ORGANISM,Staphylococcus aureus,Staphylococcus aureus,,F — Antibacterial activity against Staphylococcus aureus ATCC 6538 after 24 hrs by MTT assay,Actividad antimicrobiana/antiparasitaria,MIC,50.0,ug.mL-1,True,,,,,,CHEMBL1167630,Eur J Med Chem (2010) [CHEMBL1165867],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,50.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,ORGANISM,Candida albicans,Candida albicans,,F — Antifungal activity against Candida albicans ATCC 10231 after 48 hrs by MTT assay,Actividad antimicrobiana/antiparasitaria,MIC,50.0,ug.mL-1,True,,,,,,CHEMBL1167631,Eur J Med Chem (2010) [CHEMBL1165867],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,50.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,NON-MOLECULAR,NON-PROTEIN TARGET,,,F — Antioxidant activity assessed as formazan formation induced absorbance changes at 25 ppm at 570 nm at 37 degC for 6 hrs by MTT assay,Antioxidante (radical/peroxidación),deltaA,0.15,,True,,,,,,CHEMBL1176153,J Nat Prod (2010) [CHEMBL1177744],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.15
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNCHECKED,Unchecked,,,"B — PUBCHEM_BIOASSAY: A biochemical assay using the ADP-Hunter methodology, purified TAg, and ATP to identify compounds that inhibit the ATPase activity of Tag - Counter Screen. (Class of assay: confirmatory) [Related pubchem assays: 1903, 1909, 2102 ]",Efecto bioquímico general (target no molecular),IC50,8810.0,nM,True,,,,,,CHEMBL1613969,None (None) [CHEMBL1201862],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.055024091587952,8810.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as residual DPPH radical scavenging activity after 45 mins by spectrophotometrically,Antioxidante (radical/peroxidación),IC50,100000.0,nM,True,,,,,,CHEMBL1670096,Eur J Med Chem (2011) [CHEMBL1667790],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Large T antigen,Simian virus 40,,"F — PUBCHEM_BIOASSAY: Identification of SV40 T antigen inhibitors: A route to novel anti-viral reagents. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1909, AID2102, AID2501, AID2615, AID2775, AID449729, AID485276, AID485288]",Actividad enzimática / inhibición de proteína específica,IC50,18890.0,nM,True,,,,Large T antigen,,CHEMBL1614190,None (None) [CHEMBL1201862],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.7237680420781665,18890.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH radical scavenging activity by spectrophotometry,Antioxidante (radical/peroxidación),EC50,250000.0,nM,True,,,,,,CHEMBL1764346,Bioorg Med Chem Lett (2011) [CHEMBL1759984],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",3.6020599913279625,250000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Tyrosinase,Agaricus bisporus,,B — Inhibition of mushroom tyrosinase after 25 mins by spectrophotometry,Actividad enzimática / inhibición de proteína específica,IC50,121300.0,nM,True,,,,Tyrosinase,,CHEMBL1764347,Bioorg Med Chem Lett (2011) [CHEMBL1759984],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",3.916139199133427,121300.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,ORGANISM,Mus musculus,Mus musculus,,F — Antihemorrhagic activity in ddY mouse assessed as inhibition of Protobothrops flavoviridis venom-induced hemorrhage incubated with compound for 10 mins measured after 24 hrs,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",IC50,190.0,nM,True,,,,,,CHEMBL1768464,Bioorg Med Chem (2011) [CHEMBL1764965],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",6.721246399047171,190.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Hydroxycarboxylic acid receptor 2,Homo sapiens,,B — Displacement of [3H]nicotinic acid from human GPR109a receptor expressed in human HEK293T cells by liquid scintillation counting,Actividad enzimática / inhibición de proteína específica,Ki,14000.0,nM,True,,,,Hydroxycarboxylic acid receptor 2,,CHEMBL1772553,Bioorg Med Chem Lett (2011) [CHEMBL1770096],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.853871964321762,14000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,NON-MOLECULAR,NON-PROTEIN TARGET,,,F — Cytotoxicity against human U373 cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,100000.0,nM,True,,,,,,CHEMBL1804861,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,NON-MOLECULAR,NON-PROTEIN TARGET,,,F — Cytotoxicity against human OE21 cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,66000.0,nM,True,,,,,,CHEMBL1804862,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.180456064458132,66000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,A549,Homo sapiens,,F — Cytotoxicity against human A549 cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,100000.0,nM,True,,,,,,CHEMBL1804863,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,PC-3,Homo sapiens,,F — Cytotoxicity against human PC3 cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,100000.0,nM,True,,,,,,CHEMBL1804864,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,SK-MEL-28,Homo sapiens,,F — Cytotoxicity against human SK-MEL-28 cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,100000.0,nM,True,,,,,,CHEMBL1804865,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,LoVo,Homo sapiens,,F — Cytotoxicity against human LoVo cells after 72 hrs by MTT assay,Citotoxicidad / viabilidad celular,IC50,82000.0,nM,True,,,,,,CHEMBL1804866,Bioorg Med Chem Lett (2011) [CHEMBL1799918],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.086186147616283,82000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,HCT-116,Homo sapiens,,F — Cytotoxicity against human HCT116 cells assessed as cell viability under normoxic condition at 100 uM after 24 hrs by MTT assay,Citotoxicidad / viabilidad celular,Activity,99.3,%,True,,,,,,CHEMBL1820949,Bioorg Med Chem (2011) [CHEMBL1817552],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,99.3
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,UNCHECKED,Unchecked,,,B — Modulation of HIF1 expressed in HEK293 cells assessed as luciferase activity under hypoxic condition at 50 uM after 24 hrs by luminometer analysis relative to hypoxic control,Efecto bioquímico general (target no molecular),Ratio,0.93,,True,,,,,,CHEMBL1820941,Bioorg Med Chem (2011) [CHEMBL1817552],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.93
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Rattus norvegicus,,B — PUBCHEM_BIOASSAY: MLPCN Dyrk1A Kinase Measured in Biochemical System Using Plate Reader - 2124-01_Inhibitor_Dose_CherryPick_Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504442],Actividad enzimática / inhibición de proteína específica,AC50,10852.0,nM,True,,,,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,,CHEMBL1794557,None (None) [CHEMBL1201862],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,10852.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,CELL-LINE,RAW264.7,Mus musculus,,F — Antiinflammatory activity in mouse RAW264.7 cells assessed as inhibition of LPS-induced NO production after 24 hrs by Griess method,Efecto celular (sin especificar — revisar assay_description),IC50,50000.0,nM,True,,,,,,CHEMBL1936462,Bioorg Med Chem Lett (2012) [CHEMBL1932950],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.301029995663981,50000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Aldo-keto reductase family 1 member B1,Homo sapiens,,B — Inhibition of human recombinant N-terminus His6-tagged AKR1B1 expressed in Escherichia coli BL21 DE3 assessed as pyridine-3-aldehyde reduction by spectrometric analysis,Actividad enzimática / inhibición de proteína específica,IC50,76000.0,nM,True,,,,Aldo-keto reductase family 1 member B1,,CHEMBL1942330,Eur J Med Chem (2012) [CHEMBL1938354],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.119186407719209,76000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Aldo-keto reductase family 1 member B10,Homo sapiens,,B — Inhibition of human recombinant N-terminus His6-tagged AKR1B10 expressed in Escherichia coli BL21 DE3 assessed as pyridine-3-aldehyde reduction by spectrometric analysis,Actividad enzimática / inhibición de proteína específica,IC50,63000.0,nM,True,,,,Aldo-keto reductase family 1 member B10,,CHEMBL1942331,Eur J Med Chem (2012) [CHEMBL1938354],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.200659450546418,63000.0
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Estrogen receptor,Homo sapiens,,B — Estrogenic activity at ERalpha in human MVLN cells at 100 ug/mL after 24 hrs by luciferase reporter gene assay relative to E2,Actividad enzimática / inhibición de proteína específica,Activity,25.95,%,True,,,,Estrogen receptor,,CHEMBL1941568,Bioorg Med Chem Lett (2012) [CHEMBL1938229],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,25.95
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Estrogen receptor,Homo sapiens,,B — Estrogenic activity at ERalpha in human MVLN cells at 20 ug/mL after 24 hrs by luciferase reporter gene assay relative to E2,Actividad enzimática / inhibición de proteína específica,Activity,22.91,%,True,,,,Estrogen receptor,,CHEMBL1941569,Bioorg Med Chem Lett (2012) [CHEMBL1938229],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,22.91
B17,NGSWKAQJJWESNS-ZZXKWVIFSA-N,p-Coumaric acid,CHEMBL66879,SINGLE PROTEIN,Aldo-keto reductase family 1 member C2,Homo sapiens,,B — Inhibition of human recombinant AKR1C2 expressed in Escherichia coli using S-tetralol as substrate at 100 uM by fluorometry,Actividad enzimática / inhibición de proteína específica,Inhibition,0.0,%,True,,,,Aldo-keto reductase family 1 member C2,,CHEMBL2038589,J Nat Prod (2012) [CHEMBL2034893],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.0
